crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
Other,Chalky,Vegetative,Rabi,North,11.91,13.93,88.76,2164.14,14.33,86.56,Drip,River,No,73.21,Medium,synthetic_extension
Other,Chalky,Flowering,Zaid,South,13.77,30.98,48.71,1122.25,13.79,87.46,Rainfed,River,Yes,101.65,Medium,synthetic_extension
Sugarcane,Loamy,Flowering,Zaid,East,39.32,39.61,83.0,1067.2,9.36,48.82,Canal,Reservoir,No,41.68,Medium,synthetic_extension
Sugarcane,Clay,Vegetative,Kharif,West,33.8,40.14,53.99,1282.96,14.53,24.39,Sprinkler,Reservoir,Yes,26.47,Medium,synthetic_extension
Rice,Alluvial,Sowing,Zaid,South,41.99,13.82,36.55,1957.59,3.14,87.73,Canal,Groundwater,Yes,30.06,Low,synthetic_extension
Wheat,Clay,Vegetative,Rabi,South,41.4,41.36,62.18,659.77,3.07,28.59,Rainfed,Groundwater,Yes,24.6,Medium,synthetic_extension
Maize,Red,Harvest,Kharif,West,23.79,18.99,82.31,1935.43,1.41,95.47,Drip,River,Yes,36.12,Low,synthetic_extension
Maize,Clay,Flowering,Zaid,East,32.01,12.58,40.1,1141.43,8.93,1.98,Sprinkler,Rainwater,Yes,0.0,Low,synthetic_extension
Cotton,Alluvial,Harvest,Zaid,East,44.09,17.18,40.01,1636.95,10.83,110.98,Canal,Reservoir,Yes,29.66,Low,synthetic_extension
Sugarcane,Sandy,Sowing,Zaid,West,23.43,27.71,48.94,1249.3,3.33,115.19,Canal,Rainwater,No,80.59,Low,synthetic_extension
Coconut,Clay,Vegetative,Rabi,East,34.75,13.71,76.51,2144.08,6.48,91.15,Canal,Reservoir,Yes,43.14,Low,synthetic_extension
Maize,Clay,Vegetative,Zaid,Central,46.58,37.85,27.9,1374.0,3.36,111.56,Sprinkler,River,No,82.38,Medium,synthetic_extension
Coconut,Loamy,Vegetative,Rabi,Central,40.86,35.51,29.9,173.27,13.22,61.66,Canal,Groundwater,No,65.08,Medium,synthetic_extension
Other,Black,Sowing,Rabi,West,37.44,31.89,60.88,817.62,10.51,46.44,Canal,River,Yes,22.09,Low,synthetic_extension
Sugarcane,Clay,Flowering,Rabi,West,44.44,14.98,65.33,2212.66,8.23,51.8,Sprinkler,River,Yes,31.28,Low,synthetic_extension
Wheat,Peaty,Harvest,Rabi,North,62.01,40.74,72.5,1339.93,0.47,89.1,Sprinkler,Reservoir,Yes,32.62,Low,synthetic_extension
Other,Red,Vegetative,Kharif,East,22.6,40.99,85.96,1859.54,3.83,83.0,Canal,Groundwater,No,91.95,High,synthetic_extension
Groundnut,Sandy,Harvest,Rabi,Central,23.7,31.34,41.73,1554.16,5.19,72.92,Drip,River,No,44.97,Medium,synthetic_extension
Sugarcane,Chalky,Vegetative,Zaid,Central,10.57,17.51,73.15,704.61,9.34,77.18,Rainfed,Rainwater,Yes,57.36,Medium,synthetic_extension
Groundnut,Red,Sowing,Zaid,North,28.79,21.81,85.87,2273.22,11.96,103.11,Drip,Groundwater,No,57.63,Low,synthetic_extension
Maize,Alluvial,Harvest,Rabi,Central,44.54,37.76,80.67,2097.28,1.07,89.25,Canal,Reservoir,No,38.2,Low,synthetic_extension
Other,Loamy,Vegetative,Zaid,East,28.12,24.07,31.54,1570.4,3.24,13.85,Drip,Rainwater,Yes,9.07,Low,synthetic_extension
Sugarcane,Alluvial,Harvest,Rabi,West,33.62,14.85,43.32,1929.38,8.93,99.87,Drip,Groundwater,No,35.44,Low,synthetic_extension
Other,Red,Harvest,Kharif,South,24.31,37.59,33.01,2228.82,8.37,47.07,Canal,Rainwater,Yes,25.35,Low,synthetic_extension
Other,Chalky,Harvest,Kharif,West,20.72,33.27,52.89,221.13,4.98,11.93,Canal,Reservoir,Yes,14.14,Medium,synthetic_extension
Wheat,Black,Sowing,Rabi,South,38.19,36.0,75.75,77.14,10.4,62.81,Drip,Reservoir,No,65.25,Medium,synthetic_extension
Wheat,Alluvial,Sowing,Kharif,West,31.68,23.68,54.33,740.04,14.67,1.1,Drip,Rainwater,No,5.15,Low,synthetic_extension
Maize,Silty,Vegetative,Rabi,North,40.96,34.62,86.94,622.62,14.13,21.13,Canal,Reservoir,No,16.9,Medium,synthetic_extension
Rice,Clay,Vegetative,Rabi,East,40.25,22.45,69.29,2402.28,14.9,90.31,Rainfed,Groundwater,Yes,43.71,Low,synthetic_extension
Sugarcane,Loamy,Harvest,Kharif,Central,37.1,27.35,72.42,2000.22,4.83,85.85,Canal,Rainwater,No,35.48,Low,synthetic_extension
Cotton,Peaty,Flowering,Kharif,South,56.2,21.98,35.83,851.45,1.8,12.36,Rainfed,Groundwater,Yes,4.55,Low,synthetic_extension
Other,Alluvial,Harvest,Zaid,East,44.46,25.17,75.85,1633.66,9.89,47.6,Canal,Rainwater,No,21.24,Low,synthetic_extension
Other,Silty,Flowering,Kharif,West,27.83,28.02,58.5,764.95,2.18,51.47,Sprinkler,Reservoir,No,40.98,Low,synthetic_extension
Wheat,Alluvial,Sowing,Rabi,North,43.97,22.34,38.49,1955.13,4.12,47.92,Drip,Reservoir,No,21.77,Low,synthetic_extension
Other,Clay,Sowing,Kharif,North,44.1,14.58,80.72,2409.18,4.34,12.92,Sprinkler,Rainwater,Yes,1.84,Low,synthetic_extension
Rice,Clay,Harvest,Zaid,East,52.6,26.34,34.94,2175.99,3.54,70.28,Rainfed,Groundwater,Yes,12.52,Low,synthetic_extension
Vegetables,Black,Sowing,Zaid,West,37.36,31.78,92.87,687.78,3.94,43.78,Drip,River,Yes,23.07,Low,synthetic_extension
Coconut,Red,Harvest,Kharif,Central,24.62,20.16,50.49,747.17,8.66,63.27,Sprinkler,Groundwater,Yes,25.41,Low,synthetic_extension
Other,Chalky,Vegetative,Kharif,North,20.08,20.52,28.89,1452.87,5.93,67.29,Rainfed,River,No,55.86,Medium,synthetic_extension
Sugarcane,Alluvial,Harvest,Zaid,Central,40.74,23.1,44.87,1871.45,0.74,96.92,Sprinkler,Rainwater,No,24.96,Low,synthetic_extension
Other,Sandy,Flowering,Zaid,Central,8.17,28.45,71.52,879.48,5.54,10.04,Drip,Groundwater,No,14.95,Medium,synthetic_extension
Wheat,Peaty,Flowering,Rabi,Central,54.04,16.27,78.49,175.45,3.03,77.45,Drip,Reservoir,Yes,70.2,Medium,synthetic_extension
Maize,Black,Vegetative,Kharif,North,37.31,30.71,56.29,2138.32,0.35,31.93,Canal,Rainwater,Yes,24.25,Medium,synthetic_extension
Maize,Peaty,Sowing,Zaid,South,48.06,14.44,94.48,1921.0,5.52,27.42,Sprinkler,River,Yes,5.49,Low,synthetic_extension
Sugarcane,Loamy,Flowering,Kharif,East,39.13,14.41,33.91,813.19,6.75,70.12,Canal,River,No,40.24,Low,synthetic_extension
Rice,Clay,Flowering,Zaid,West,53.91,14.09,62.62,1112.66,1.5,40.78,Drip,Groundwater,Yes,20.28,Low,synthetic_extension
Vegetables,Clay,Vegetative,Zaid,Central,45.85,39.21,86.72,1980.94,13.27,67.11,Sprinkler,Rainwater,No,54.01,Medium,synthetic_extension
Cotton,Chalky,Harvest,Kharif,North,11.23,20.11,54.53,1628.91,10.06,81.51,Canal,Reservoir,Yes,33.51,Low,synthetic_extension
Groundnut,Clay,Flowering,Kharif,East,36.1,28.84,42.0,1986.5,11.88,25.93,Canal,Groundwater,Yes,21.66,Low,synthetic_extension
Cotton,Chalky,Harvest,Rabi,Central,14.55,27.23,37.88,525.64,14.53,83.57,Drip,Groundwater,Yes,42.92,Low,synthetic_extension
Cotton,Alluvial,Flowering,Kharif,South,27.51,14.87,39.47,877.22,2.01,110.29,Sprinkler,Reservoir,No,72.62,Low,synthetic_extension
Coconut,Loamy,Flowering,Kharif,East,41.96,21.51,87.72,250.19,9.45,94.12,Canal,Rainwater,Yes,95.81,Medium,synthetic_extension
Rice,Peaty,Sowing,Rabi,East,48.89,13.01,86.23,731.34,0.59,25.14,Drip,Groundwater,Yes,9.58,Low,synthetic_extension
Vegetables,Loamy,Vegetative,Zaid,South,27.59,27.48,49.01,1746.91,1.04,82.8,Drip,Groundwater,No,54.44,Low,synthetic_extension
Vegetables,Loamy,Harvest,Rabi,South,39.51,15.85,81.01,1816.62,7.59,50.85,Canal,River,No,15.77,Low,synthetic_extension
Cotton,Red,Harvest,Kharif,East,16.9,20.65,68.37,2126.06,3.21,57.59,Rainfed,Reservoir,No,29.05,Medium,synthetic_extension
Sugarcane,Sandy,Flowering,Rabi,East,14.98,32.83,75.36,1147.41,12.85,75.28,Drip,Rainwater,No,97.33,High,synthetic_extension
Rice,Sandy,Flowering,Kharif,North,16.76,14.12,72.78,1143.44,7.28,9.85,Rainfed,Rainwater,No,6.99,Medium,synthetic_extension
Other,Loamy,Sowing,Rabi,North,26.6,37.03,33.91,929.72,10.13,106.67,Rainfed,Groundwater,Yes,72.38,Low,synthetic_extension
Other,Red,Harvest,Zaid,North,23.34,41.62,62.77,476.19,7.09,87.63,Sprinkler,Groundwater,No,54.53,Medium,synthetic_extension
Sugarcane,Clay,Sowing,Rabi,West,42.0,17.83,47.66,256.67,13.61,33.23,Canal,Reservoir,Yes,21.08,Low,synthetic_extension
Rice,Sandy,Harvest,Rabi,East,19.36,19.64,55.26,1941.71,8.48,73.57,Sprinkler,Groundwater,No,35.65,Low,synthetic_extension
Wheat,Black,Vegetative,Kharif,West,39.38,36.82,86.7,339.49,14.25,20.13,Rainfed,Rainwater,No,26.46,Medium,synthetic_extension
Rice,Black,Flowering,Kharif,South,42.13,25.03,76.36,433.82,5.99,92.0,Canal,Reservoir,No,60.87,Low,synthetic_extension
Coconut,Alluvial,Sowing,Kharif,West,38.19,19.54,70.73,995.97,5.77,88.63,Drip,River,No,48.47,Low,synthetic_extension
Other,Loamy,Harvest,Rabi,South,25.71,22.62,48.07,1069.38,8.49,93.53,Sprinkler,Rainwater,Yes,27.18,Low,synthetic_extension
Wheat,Red,Harvest,Rabi,North,16.74,38.04,45.91,2076.48,4.73,77.02,Rainfed,River,No,47.1,Medium,synthetic_extension
Vegetables,Alluvial,Flowering,Rabi,South,30.67,26.26,32.78,1986.28,0.96,73.85,Sprinkler,Reservoir,No,59.92,Medium,synthetic_extension
Wheat,Silty,Harvest,Kharif,West,27.13,28.35,82.99,1158.84,8.33,47.48,Canal,River,Yes,16.11,Low,synthetic_extension
Cotton,Sandy,Harvest,Kharif,West,8.67,17.83,78.57,590.3,1.16,33.91,Sprinkler,Reservoir,Yes,15.54,Low,synthetic_extension
Groundnut,Black,Sowing,Kharif,Central,54.75,18.32,37.97,1549.81,0.6,8.18,Rainfed,River,Yes,0.0,Low,synthetic_extension
Vegetables,Red,Harvest,Kharif,North,21.84,14.1,35.04,368.2,11.86,87.14,Rainfed,Rainwater,No,50.63,Medium,synthetic_extension
Coconut,Clay,Flowering,Rabi,South,43.34,22.36,69.28,970.4,12.98,69.41,Canal,River,No,53.57,Medium,synthetic_extension
Rice,Red,Sowing,Zaid,Central,18.82,30.76,67.91,2434.56,6.08,111.07,Rainfed,Groundwater,No,92.61,Medium,synthetic_extension
Wheat,Loamy,Sowing,Zaid,Central,25.15,18.25,78.83,2405.87,1.97,63.08,Rainfed,Rainwater,Yes,29.7,Low,synthetic_extension
Sugarcane,Red,Harvest,Kharif,North,26.26,37.98,45.08,805.61,11.55,24.12,Drip,River,No,14.2,Low,synthetic_extension
Sugarcane,Chalky,Sowing,Zaid,Central,18.69,17.44,77.69,790.13,11.63,109.16,Canal,Reservoir,No,75.4,Low,synthetic_extension
Other,Black,Harvest,Rabi,North,54.45,28.13,68.89,13.68,9.08,42.3,Rainfed,Rainwater,No,24.09,Low,synthetic_extension
Vegetables,Alluvial,Harvest,Kharif,North,25.42,37.38,36.78,2310.77,11.57,3.52,Canal,Reservoir,Yes,0.0,Low,synthetic_extension
Sugarcane,Sandy,Vegetative,Kharif,Central,10.33,35.58,82.08,453.11,12.81,28.72,Rainfed,River,Yes,32.57,Medium,synthetic_extension
Other,Chalky,Sowing,Zaid,South,18.55,22.65,49.23,1244.22,2.01,2.21,Rainfed,Groundwater,No,0.0,Medium,synthetic_extension
Maize,Peaty,Vegetative,Rabi,East,51.6,22.23,34.58,459.02,3.56,60.91,Rainfed,Rainwater,Yes,26.37,Low,synthetic_extension
Maize,Chalky,Flowering,Rabi,West,10.77,13.54,30.31,889.39,10.42,1.55,Rainfed,River,Yes,4.06,Medium,synthetic_extension
Cotton,Alluvial,Harvest,Zaid,West,31.02,14.63,78.02,1125.89,6.68,117.5,Rainfed,Reservoir,Yes,39.28,Low,synthetic_extension
Wheat,Red,Flowering,Kharif,South,16.32,21.87,80.71,1149.85,3.32,89.07,Canal,Groundwater,Yes,78.93,Medium,synthetic_extension
Other,Black,Sowing,Zaid,East,51.75,34.76,28.79,634.05,11.07,4.35,Rainfed,Groundwater,Yes,0.28,Low,synthetic_extension
Rice,Chalky,Flowering,Kharif,West,20.52,25.95,77.5,2458.04,6.94,16.36,Rainfed,River,Yes,12.33,Medium,synthetic_extension
Wheat,Peaty,Flowering,Kharif,East,57.74,29.98,36.98,1656.35,4.33,91.21,Drip,River,Yes,47.74,Low,synthetic_extension
Sugarcane,Silty,Flowering,Kharif,North,32.71,14.12,72.78,1143.44,7.28,9.85,Rainfed,Rainwater,No,6.41,Low,synthetic_extension
Sugarcane,Clay,Flowering,Kharif,North,49.22,21.73,37.29,1186.15,12.68,37.14,Rainfed,River,Yes,17.71,Low,synthetic_extension
Wheat,Clay,Harvest,Rabi,East,45.79,40.25,73.43,2350.6,2.7,109.51,Rainfed,Groundwater,No,45.89,Low,synthetic_extension
Rice,Sandy,Flowering,Zaid,North,21.46,13.11,42.79,716.48,10.72,49.28,Rainfed,Rainwater,Yes,42.17,Medium,synthetic_extension
Vegetables,Clay,Harvest,Kharif,North,42.77,29.48,90.18,675.22,3.18,17.62,Drip,Rainwater,Yes,2.71,Low,synthetic_extension
Other,Loamy,Flowering,Kharif,South,44.17,39.28,30.54,1617.85,2.52,43.93,Canal,Reservoir,No,35.73,Medium,synthetic_extension
Wheat,Clay,Flowering,Rabi,Central,37.25,26.6,37.37,1348.72,2.27,95.55,Drip,Groundwater,No,69.8,Low,synthetic_extension
Sugarcane,Chalky,Vegetative,Zaid,West,17.25,32.16,81.17,1566.29,5.02,52.34,Sprinkler,Reservoir,No,51.45,High,synthetic_extension
Maize,Clay,Vegetative,Kharif,South,50.2,19.49,50.55,1608.01,8.04,53.05,Drip,Rainwater,Yes,26.31,Low,synthetic_extension
Other,Red,Vegetative,Zaid,Central,28.41,12.83,76.18,610.75,14.94,16.35,Rainfed,River,Yes,11.08,Low,synthetic_extension
Vegetables,Silty,Harvest,Kharif,Central,43.93,18.25,49.62,1412.02,10.02,86.8,Canal,River,Yes,22.35,Low,synthetic_extension
Vegetables,Loamy,Sowing,Kharif,North,32.9,27.07,26.44,1205.94,4.46,17.73,Canal,Groundwater,Yes,8.33,Low,synthetic_extension
Groundnut,Alluvial,Flowering,Rabi,North,38.99,12.34,44.71,845.84,0.45,8.73,Sprinkler,Reservoir,Yes,3.44,Low,synthetic_extension
Cotton,Chalky,Vegetative,Rabi,East,13.48,34.58,38.62,286.96,4.27,25.51,Canal,Reservoir,Yes,36.4,Medium,synthetic_extension
Wheat,Peaty,Flowering,Rabi,East,57.99,38.17,63.78,785.6,6.93,30.96,Sprinkler,Rainwater,No,25.18,Medium,synthetic_extension
Coconut,Chalky,Sowing,Zaid,Central,12.21,32.91,73.47,1449.61,4.56,30.19,Drip,Reservoir,No,27.01,Medium,synthetic_extension
Coconut,Red,Harvest,Kharif,West,21.32,14.61,42.72,1177.39,14.2,119.18,Drip,Rainwater,No,53.34,Low,synthetic_extension
Rice,Alluvial,Flowering,Kharif,East,43.4,21.51,87.72,250.19,9.45,94.12,Canal,Rainwater,Yes,94.71,Medium,synthetic_extension
Vegetables,Loamy,Vegetative,Zaid,North,41.22,37.56,39.16,2106.01,13.11,21.19,Rainfed,Rainwater,Yes,13.18,Medium,synthetic_extension
Rice,Peaty,Sowing,Zaid,North,54.93,21.2,27.72,2074.33,7.28,51.86,Drip,River,No,26.25,Low,synthetic_extension
Vegetables,Alluvial,Sowing,Zaid,North,27.94,33.11,37.73,2022.58,3.49,34.02,Sprinkler,Rainwater,No,18.71,Low,synthetic_extension
Coconut,Sandy,Harvest,Zaid,North,14.78,25.89,69.91,1774.93,6.39,64.87,Rainfed,Reservoir,No,31.87,Low,synthetic_extension
Wheat,Silty,Vegetative,Kharif,South,27.77,16.53,63.14,1176.53,12.19,36.45,Drip,Rainwater,No,24.23,Medium,synthetic_extension
Cotton,Red,Flowering,Kharif,West,16.03,30.73,55.76,675.85,11.47,84.92,Canal,Groundwater,No,108.31,High,synthetic_extension
Wheat,Clay,Vegetative,Zaid,South,52.66,39.97,88.46,1157.12,2.25,77.75,Drip,River,Yes,53.36,Medium,synthetic_extension
Groundnut,Peaty,Vegetative,Zaid,South,54.83,30.74,38.24,93.37,12.19,78.61,Rainfed,Reservoir,Yes,80.75,Medium,synthetic_extension
Other,Sandy,Sowing,Kharif,South,9.52,41.69,55.39,63.07,7.75,118.68,Drip,Groundwater,No,206.01,High,synthetic_extension
Rice,Clay,Harvest,Rabi,East,47.92,29.86,53.35,1417.19,9.46,118.25,Drip,Groundwater,Yes,37.52,Low,synthetic_extension
Cotton,Sandy,Vegetative,Rabi,Central,9.26,38.08,50.57,2295.47,4.01,48.38,Drip,Rainwater,No,46.19,Medium,synthetic_extension
Other,Peaty,Harvest,Zaid,East,52.92,40.17,83.34,630.06,5.68,38.27,Sprinkler,Rainwater,Yes,8.09,Low,synthetic_extension
Sugarcane,Sandy,Harvest,Rabi,Central,11.91,13.29,80.78,353.79,10.59,38.82,Sprinkler,Rainwater,Yes,18.37,Low,synthetic_extension
Wheat,Black,Flowering,Kharif,West,38.29,29.54,85.56,138.43,13.28,116.75,Rainfed,Reservoir,Yes,132.79,Medium,synthetic_extension
Maize,Peaty,Harvest,Kharif,North,55.67,22.75,56.43,196.37,9.86,108.2,Rainfed,River,No,59.36,Low,synthetic_extension
Maize,Clay,Harvest,Kharif,East,47.99,35.56,67.54,1324.47,10.33,1.15,Drip,River,No,0.0,Low,synthetic_extension
Groundnut,Alluvial,Harvest,Rabi,North,34.74,40.74,72.5,1339.93,0.47,89.1,Sprinkler,Reservoir,Yes,40.27,Low,synthetic_extension
Sugarcane,Sandy,Sowing,Zaid,North,21.95,28.06,74.45,573.38,6.79,86.46,Drip,Reservoir,No,61.92,Low,synthetic_extension
Other,Alluvial,Flowering,Kharif,North,43.35,17.89,84.34,1877.15,1.53,48.64,Canal,River,No,36.37,Medium,synthetic_extension
Maize,Loamy,Vegetative,Zaid,South,41.14,27.45,61.32,1972.72,11.97,12.24,Sprinkler,Reservoir,No,5.42,Low,synthetic_extension
Sugarcane,Loamy,Sowing,Zaid,East,44.13,33.35,88.72,1992.21,14.83,94.53,Drip,Reservoir,No,57.14,Low,synthetic_extension
Other,Peaty,Vegetative,Rabi,East,63.58,39.94,35.98,127.17,6.27,18.82,Drip,Rainwater,Yes,18.35,Medium,synthetic_extension
Other,Peaty,Vegetative,Zaid,Central,61.65,15.83,63.25,1248.54,14.23,9.85,Sprinkler,River,Yes,0.0,Low,synthetic_extension
Maize,Chalky,Vegetative,Zaid,East,13.51,20.0,32.87,2378.41,2.95,43.42,Drip,Groundwater,No,38.63,Medium,synthetic_extension
Rice,Alluvial,Vegetative,Rabi,North,28.49,33.54,28.25,2043.36,12.66,111.12,Rainfed,Rainwater,Yes,75.05,Low,synthetic_extension
Groundnut,Black,Flowering,Zaid,Central,49.54,12.7,32.51,1531.23,9.21,93.04,Sprinkler,Groundwater,No,56.76,Medium,synthetic_extension
Maize,Loamy,Sowing,Kharif,North,41.91,33.03,87.13,2266.99,8.31,41.99,Sprinkler,River,Yes,23.09,Low,synthetic_extension
Wheat,Sandy,Sowing,Kharif,East,21.99,20.99,71.85,1715.14,3.39,78.02,Sprinkler,Rainwater,Yes,53.33,Low,synthetic_extension
Groundnut,Red,Flowering,Zaid,South,24.65,23.54,54.54,453.64,13.99,81.96,Sprinkler,Groundwater,Yes,75.27,Medium,synthetic_extension
Coconut,Silty,Vegetative,Zaid,East,41.6,12.85,90.89,974.65,8.12,95.56,Canal,Groundwater,Yes,46.29,Low,synthetic_extension
Rice,Black,Vegetative,Rabi,South,49.14,38.77,40.09,1779.93,14.0,116.49,Canal,Reservoir,No,78.79,Medium,synthetic_extension
Vegetables,Loamy,Vegetative,Zaid,Central,38.31,12.77,53.72,1356.32,0.8,14.7,Sprinkler,Groundwater,Yes,2.92,Low,synthetic_extension
Wheat,Silty,Vegetative,Zaid,East,25.93,28.06,77.39,765.16,11.6,51.03,Canal,Groundwater,Yes,34.99,Low,synthetic_extension
Vegetables,Sandy,Flowering,Kharif,West,15.83,20.82,56.01,1560.69,6.9,54.91,Canal,Rainwater,Yes,49.17,Medium,synthetic_extension
Cotton,Loamy,Vegetative,Kharif,West,25.68,24.96,50.37,422.9,2.09,74.49,Drip,River,No,50.06,Low,synthetic_extension
Rice,Loamy,Vegetative,Rabi,West,26.85,24.51,63.61,1584.05,2.67,57.37,Rainfed,River,No,37.9,Medium,synthetic_extension
Other,Black,Sowing,Rabi,East,45.82,28.5,55.46,2108.5,0.43,11.02,Drip,Reservoir,Yes,4.91,Low,synthetic_extension
Wheat,Silty,Vegetative,Rabi,South,25.95,30.29,45.41,565.36,13.44,38.63,Drip,Rainwater,Yes,25.74,Low,synthetic_extension
Groundnut,Clay,Vegetative,Zaid,Central,52.83,13.81,77.06,1612.56,2.26,94.53,Rainfed,Rainwater,Yes,41.07,Low,synthetic_extension
Wheat,Black,Harvest,Zaid,West,44.01,27.96,60.08,524.21,10.89,80.6,Rainfed,River,No,31.81,Low,synthetic_extension
Other,Loamy,Vegetative,Zaid,Central,39.0,29.1,42.99,2008.05,2.48,119.07,Rainfed,Reservoir,No,79.77,Medium,synthetic_extension
Vegetables,Clay,Flowering,Rabi,East,33.69,12.26,62.44,722.76,11.77,2.63,Sprinkler,Reservoir,No,2.48,Medium,synthetic_extension
Coconut,Loamy,Harvest,Rabi,North,41.95,40.11,83.57,1483.67,9.34,104.25,Drip,River,Yes,45.62,Low,synthetic_extension
Cotton,Black,Harvest,Kharif,West,44.56,14.61,42.72,1177.39,14.2,119.18,Drip,Rainwater,No,39.28,Low,synthetic_extension
Maize,Chalky,Flowering,Kharif,Central,16.71,16.32,35.5,1489.61,0.65,57.08,Canal,Groundwater,Yes,45.11,Medium,synthetic_extension
Groundnut,Sandy,Sowing,Kharif,West,19.02,29.6,81.61,258.68,3.95,20.56,Sprinkler,Groundwater,Yes,22.52,Medium,synthetic_extension
Coconut,Sandy,Vegetative,Kharif,Central,17.18,16.5,60.73,1295.45,4.6,13.45,Drip,Reservoir,Yes,9.49,Medium,synthetic_extension
Coconut,Sandy,Sowing,Kharif,East,17.57,29.37,84.54,786.27,9.11,71.81,Rainfed,Rainwater,Yes,46.28,Low,synthetic_extension
Rice,Silty,Vegetative,Zaid,Central,39.89,32.02,57.85,1958.53,9.32,31.82,Canal,River,Yes,23.92,Medium,synthetic_extension
Groundnut,Alluvial,Flowering,Rabi,North,41.13,22.54,79.86,1115.9,13.41,97.07,Sprinkler,Groundwater,Yes,54.01,Low,synthetic_extension
Rice,Sandy,Flowering,Kharif,South,13.2,40.74,82.35,1329.46,12.02,101.19,Canal,Rainwater,Yes,124.9,Medium,synthetic_extension
Sugarcane,Red,Flowering,Zaid,West,28.83,15.96,89.78,2360.82,6.11,55.72,Sprinkler,River,No,41.2,Low,synthetic_extension
Coconut,Chalky,Vegetative,Zaid,Central,14.25,19.38,49.75,1922.36,13.67,30.95,Canal,Groundwater,No,25.35,Medium,synthetic_extension
Sugarcane,Chalky,Vegetative,Zaid,Central,13.27,12.77,53.72,1356.32,0.8,14.7,Sprinkler,Groundwater,Yes,6.5,Medium,synthetic_extension
Coconut,Red,Harvest,Rabi,West,19.67,40.55,71.29,1390.15,8.72,15.7,Sprinkler,Groundwater,Yes,11.95,Low,synthetic_extension
Maize,Alluvial,Harvest,Kharif,North,32.17,40.86,35.9,2045.39,7.53,4.85,Canal,Rainwater,No,3.75,Low,synthetic_extension
Sugarcane,Chalky,Harvest,Kharif,South,13.8,35.56,48.1,611.1,13.96,58.55,Drip,Rainwater,No,37.08,Medium,synthetic_extension
Cotton,Peaty,Vegetative,Zaid,South,61.88,18.08,45.41,1601.72,12.78,71.28,Sprinkler,Reservoir,No,34.63,Medium,synthetic_extension
Maize,Sandy,Vegetative,Zaid,Central,17.54,20.84,35.99,1958.37,9.31,59.33,Canal,Groundwater,No,44.8,Medium,synthetic_extension
Vegetables,Loamy,Vegetative,Zaid,Central,44.35,17.29,40.06,1934.38,7.77,93.94,Rainfed,Reservoir,No,42.08,Low,synthetic_extension
Groundnut,Loamy,Harvest,Rabi,North,26.68,22.78,49.28,2328.41,2.88,70.26,Drip,Rainwater,No,29.35,Low,synthetic_extension
Other,Peaty,Harvest,Rabi,Central,57.28,13.68,51.05,43.18,14.62,28.13,Sprinkler,Rainwater,No,14.7,Low,synthetic_extension
Coconut,Red,Harvest,Zaid,West,16.44,27.56,25.17,1271.51,12.75,72.39,Sprinkler,River,No,37.37,Low,synthetic_extension
Vegetables,Sandy,Sowing,Rabi,Central,15.8,20.29,70.49,509.27,9.76,79.5,Rainfed,River,Yes,50.59,Low,synthetic_extension
Groundnut,Silty,Harvest,Zaid,South,32.65,31.58,39.69,1370.9,14.62,11.47,Drip,Reservoir,Yes,3.76,Low,synthetic_extension
Sugarcane,Sandy,Flowering,Kharif,Central,19.57,29.96,88.75,2133.81,7.21,39.96,Canal,Rainwater,No,44.71,Medium,synthetic_extension
Cotton,Peaty,Vegetative,Rabi,Central,59.91,40.82,53.68,596.25,0.4,56.37,Canal,River,Yes,37.84,Medium,synthetic_extension
Wheat,Red,Harvest,Kharif,North,18.57,26.67,82.06,2325.11,2.27,117.56,Sprinkler,River,Yes,50.96,Low,synthetic_extension
Cotton,Peaty,Harvest,Zaid,South,48.87,32.97,55.05,2329.46,14.98,93.09,Canal,River,Yes,35.81,Low,synthetic_extension
Other,Sandy,Flowering,Kharif,Central,15.13,24.81,71.58,1680.09,7.08,13.99,Canal,Groundwater,Yes,13.17,Medium,synthetic_extension
Cotton,Black,Harvest,Zaid,West,39.84,36.19,49.93,2338.13,14.97,110.88,Drip,Groundwater,Yes,43.44,Low,synthetic_extension
Wheat,Loamy,Sowing,Zaid,East,38.53,31.93,74.48,1714.38,8.21,2.54,Sprinkler,Reservoir,Yes,0.11,Low,synthetic_extension
Groundnut,Chalky,Harvest,Rabi,South,16.21,15.33,92.41,1800.03,6.73,66.59,Canal,River,Yes,26.59,Low,synthetic_extension
Other,Black,Vegetative,Zaid,Central,51.54,36.85,76.28,1647.06,6.43,114.05,Canal,Groundwater,Yes,71.42,Medium,synthetic_extension
Coconut,Black,Vegetative,Kharif,Central,54.63,38.94,59.55,121.77,4.76,118.43,Canal,River,No,141.94,High,synthetic_extension
Sugarcane,Silty,Flowering,Zaid,West,32.56,36.56,64.91,1414.29,5.55,110.46,Rainfed,Groundwater,Yes,96.85,Medium,synthetic_extension
Maize,Sandy,Flowering,Rabi,North,23.5,41.3,75.24,1169.47,8.7,45.81,Drip,Rainwater,No,49.66,Medium,synthetic_extension
Maize,Chalky,Sowing,Rabi,North,19.33,29.88,57.36,2133.33,14.05,34.53,Sprinkler,Rainwater,No,29.22,Medium,synthetic_extension
